07.06.2018 Update to AdvMAME (0.106) core by @Fran_Tron & @theretroist

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.
tst_galx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
gmgalax 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
pisces 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
piscesb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
omni 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
uniwars 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
gteikoku 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
gteikokb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
gteikob2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
spacbatt 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
skyraidr 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
batman2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
warofbug 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
redufo 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
exodus 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
streakng 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
pacmanbl 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
devilfsg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
zigzag 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
zigzag2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
jumpbug 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
jumpbugb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
levers 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
azurian 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
orbitron 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrgx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrst 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrsu 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrsa 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrsg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
smooncrs 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrsb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrs2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mooncrs3 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
fantazia 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
moonqsr 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mshuttle 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
mshuttlj 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
mshutlj2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
moonal2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
moonal2b 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
supergx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
eagle 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
eagle2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
eagle3 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
spctbird 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
skybase 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
checkman 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
checkmaj 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
dingo 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
dingoe 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
blkhole 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
kingball 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
kingbalj 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scorpnmc 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
frogg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
4in1 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
bagmanmc 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
dkongjrm 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
ozon1 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
ladybugg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
vpool 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
drivfrcg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
drivfrcb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
bongo 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hunchbkg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
harem 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
tazzmang 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
racknrol 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
hexpool 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
trvchlng 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
luctoday 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
chewing 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
rockclim 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
scramble 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scrambls 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scramblb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
explorer 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
strfbomb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
atlantis 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
atlants2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
theend 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
theends 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
omega 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckongs 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
froggers 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
frogf 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amidars 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
triplep 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
knockout 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mariner 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
800fath 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mars 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
devilfsh 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
newsin7 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mrkougar 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mrkougr2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mrkougb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mrkougb2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hotshock 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
conquer 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hunchbks 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hncholms 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
cavelon 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
sfx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
skelagon 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
mimonscr 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mimonkey 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
mimonsco 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scobra 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scobras 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scobrase 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scobrab 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
stratgyx 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
stratgys 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
armorcar 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
armorca2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
moonwar 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
moonwara 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
spdcoin 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
darkplnt 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO H
tazmania 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
tazmani2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
calipso 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
anteater 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
anteatg 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
anteatgb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
rescue 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
aponow 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
minefld 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
losttomb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
losttmbh 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
superbon 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hustler 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
billiard 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
hustlerb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
frogger 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
frogseg1 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
frogseg2 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
froggrmc 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amidar 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amidaru 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amidaro 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amidarb 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
amigo 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
turtles 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
turpin 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
600 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
flyboy 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
flyboyb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
fastfred 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
jumpcoas 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
jumpcoat 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
boggy84 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
redrobin 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
imago 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
scorpion 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
scrpiona 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
ad2083 1920 224 60.606060 -4 -27 3 48 192 240 5 15734 SMP_NO V
cclimber 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
cclimbrj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
ccboot 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
ccboot2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
ckong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckonga 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckongjeu 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckongo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckongalc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
bigkong 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
monkeyd 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
rpatrolb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
rpatrolo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
silvland 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
yamato 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
yamato2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
toprollr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
swimmer 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
swimmera 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
swimmerb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
guzzler 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
cannonb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
cannonb2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ckongb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
gomoku 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
wiping 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
rugrats 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
dacholer 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
kickboy 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
friskyt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
friskyta 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
radrad 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
seicross 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
sectrzon 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
firebatl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
clshroad 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
clshrdst 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
tubep 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
rjammer 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
magmax 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
cop01 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
cop01a 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO H
mightguy 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
terracre 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
terracrb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
terracra 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
amazon 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
amatelas 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
horekid 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
horekidb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
galivan 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
galivan2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
dangar 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
dangar2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
dangarb 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
ninjemak 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 SMP_NO V
